profile_key,model_family,make,model_variants,aircraft_category,typical_engine_type,typical_engine_count,total_incidents,first_incident_year,last_incident_year,years_in_record,incidents_per_year,destroyed_count,substantial_count,minor_damage_count,pct_destroyed,pct_substantial,pct_minor,total_fatal_incidents,total_fatal_injuries,total_serious_injuries,total_minor_injuries,pct_fatal_incidents,avg_fatals_per_fatal_incident,imc_incidents,vmc_incidents,pct_imc,top_soe_group,top_finding,top_phase,kw_engine_failure_pct,kw_fuel_exhaustion_pct,kw_loss_of_control_pct,kw_weather_factor_pct,kw_mechanical_pct,kw_pilot_error_pct,kw_runway_excursion_pct,kw_fire_pct,kw_structural_pct,kw_bird_strike_pct,avg_severity_score_all_time,avg_severity_score_recent3yr,severity_trend,trend_delta,risk_score,risk_tier,risk_rationale,sample_probable_cause,sample_finding,gold_generated_at,incident_mkeys
46,BEECH K35,BEECH,K35,AIR,,,3,2025,2025,1,3.00,0,3,0,0.0,100.0,0.0,2,2,1,0,66.7,1.00,0,3,0.0,System/Component Failure (Powerplant),,Enroute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00,23.00,Stable,0.00,30.73,Elevated,Incidents: 3 | Fatals: 2 | Destroyed: 0 | Avg severity: 23.00 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,202203|200942|200556
47,PIPER J3C-65,PIPER,J3C-65,AIR,REC,1.0,3,2025,2025,1,3.00,0,3,0,0.0,100.0,0.0,2,2,1,0,66.7,1.00,0,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,20.33,20.33,Stable,0.00,29.79,Elevated,Incidents: 3 | Fatals: 2 | Destroyed: 0 | Avg severity: 20.33 | Top cause: Unknown | Trend: Stable,The pilot’s failure to maintain control of the airplane while on approach to land.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,200633|200519|200387
48,BELL 206,BELL,206,HELI,TS,1.0,7,2025,2025,1,7.00,2,5,0,28.6,71.4,0.0,2,3,5,1,28.6,1.50,0,2,0.0,Loss of Control (Inflight),,Maneuvering,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,18.86,18.86,Stable,0.00,29.47,Elevated,Incidents: 7 | Fatals: 3 | Destroyed: 2 | Avg severity: 18.86 | Top cause: Loss of Control (Inflight) | Trend: Stable,The pilot’s failure to maintain clearance from power lines while herding livestock.,"Environmental issues - Physical environment - Object/animal/substance - Wire - Effect on equipment, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained",2026-04-03 04:05:44.842659+00:00,202164|202046|201738|200975|200919|200751|200480
49,PIPER PA-23-250,PIPER,PA-23-250,AIR,REC,2.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,1,3,0,0,50.0,3.00,1,1,50.0,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,22.50,22.50,Stable,0.00,29.38,Elevated,Incidents: 2 | Fatals: 3 | Destroyed: 0 | Avg severity: 22.50 | Top cause: Unknown | Trend: Stable,The pilot’s failure to maintain directional control of the airplane during the landing roll.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",2026-04-03 04:05:44.842659+00:00,202054|201889
51,ROBINSON HELICOPTER CO R66,ROBINSON HELICOPTER CO,R66,HELI,TS,1.0,7,2025,2026,2,3.50,1,5,0,14.3,71.4,0.0,3,8,0,2,42.9,2.67,1,5,16.7,,,,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,19.57,19.57,Stable,0.00,29.10,Elevated,Incidents: 7 | Fatals: 8 | Destroyed: 1 | Avg severity: 19.57 | Top cause: Unknown | Trend: Stable,"The pilot’s failure to maintain yaw control during a takeoff to a hover in a gusting crosswind, which resulted in a loss of directional control and a subsequent hard landing.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation",2026-04-03 04:05:44.842659+00:00,202724|201913|200949|200610|200470|200323|200266
52,MOONEY M20J,MOONEY,M20J,AIR,,,4,2025,2025,1,4.00,0,4,0,0.0,100.0,0.0,2,5,2,0,50.0,2.50,0,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25,23.25,Stable,0.00,28.64,Elevated,Incidents: 4 | Fatals: 5 | Destroyed: 0 | Avg severity: 23.25 | Top cause: Unknown | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,202183|200950|200638|200014
53,QUICKSILVER MX,QUICKSILVER,MX II,ULTR,REC,1.0,3,2025,2025,1,3.00,1,2,0,33.3,66.7,0.0,1,1,3,0,33.3,1.00,0,2,0.0,Collision on Takeoff or Landing,,Initial Climb,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,21.00,21.00,Stable,0.00,28.34,Elevated,Incidents: 3 | Fatals: 1 | Destroyed: 1 | Avg severity: 21.00 | Top cause: Collision on Takeoff or Landing | Trend: Stable,"The airplane’s encounter with a dust devil, which resulted in a loss of airplane control at a low altitude.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Attain/maintain not possible, Environmental issues - Conditions/weather/phenomena - Wind - Dust devil/whirlwind - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Wind - Dust devil/whirlwind - Ability to respond/compensate, Environmental issues - Conditions/weather/phenomena - Wind - Dust devil/whirlwind - Contributed to outcome",2026-04-03 04:05:44.842659+00:00,201027|200895|200013
54,CESSNA 182,CESSNA,182,AIR,REC,1.0,9,2025,2026,2,4.50,2,7,0,22.2,77.8,0.0,3,6,0,5,33.3,2.00,0,5,0.0,Runway Excursion,Personnel issues Aircraft control - Pilot,Takeoff,0.0,0.0,0.0,0.0,22.2,44.4,33.3,0.0,22.2,0.0,17.89,17.89,Stable,0.00,28.03,Elevated,Incidents: 9 | Fatals: 6 | Destroyed: 2 | Avg severity: 17.89 | Top cause: Runway Excursion | Trend: Stable,"The accident was the pilot’s failure to properly configure the airplane for a soft-field takeoff, which resulted in his decision to abort the takeoff and the subsequent runway overrun.","Aircraft - Aircraft systems - Flight control system - TE flap control system - Not used/operated, Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot",2026-04-03 04:05:44.842659+00:00,202652|201058|200908|200884|200441|200270|200136|200155|199960
55,BEECH V35,BEECH,V35,AIR,,,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,1,1,0,0,50.0,1.00,1,1,50.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.50,17.50,Stable,0.00,27.63,Elevated,Incidents: 2 | Fatals: 1 | Destroyed: 0 | Avg severity: 17.50 | Top cause: Unknown | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,201879|200656
56,PIPER PA-28-180,PIPER,PA-28-180,AIR,REC,1.0,7,2025,2025,1,7.00,0,7,0,0.0,100.0,0.0,3,6,2,3,42.9,2.00,0,7,0.0,Loss of Control (Ground),,Landing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.00,19.00,Stable,0.00,27.38,Elevated,Incidents: 7 | Fatals: 6 | Destroyed: 0 | Avg severity: 19.00 | Top cause: Loss of Control (Ground) | Trend: Stable,The pilot’s delayed go-around from an unstabilized approach that resulted in an impact with terrain.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Action/decision - Action - Delayed action - Pilot",2026-04-03 04:05:44.842659+00:00,200981|200911|200861|200789|200704|200571|200521
57,BEECH B200,BEECH,B200,AIR,TP,2.0,3,2025,2025,1,3.00,1,1,0,33.3,33.3,0.0,1,4,0,0,33.3,4.00,0,1,0.0,Abnormal Runway Contact,,Landing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.67,17.67,Stable,0.00,27.17,Elevated,Incidents: 3 | Fatals: 4 | Destroyed: 1 | Avg severity: 17.67 | Top cause: Abnormal Runway Contact | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,202226|200730|200526
58,CHAMPION 7ECA,CHAMPION,7ECA,AIR,REC,1.0,3,2025,2025,1,3.00,1,2,0,33.3,66.7,0.0,1,2,0,0,33.3,2.00,0,3,0.0,,,,0.0,0.0,0.0,0.0,33.3,33.3,0.0,0.0,0.0,0.0,17.33,17.33,Stable,0.00,27.05,Elevated,Incidents: 3 | Fatals: 2 | Destroyed: 1 | Avg severity: 17.33 | Top cause: Unknown | Trend: Stable,"The pilot’s excessive use of brakes during landing roll, which resulted in a nose-over.","Aircraft - Aircraft systems - Landing gear system - Landing gear brakes system - Incorrect use/operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",2026-04-03 04:05:44.842659+00:00,201815|200460|200080
59,CESSNA 172F,CESSNA,172F,AIR,REC,1.0,3,2025,2025,1,3.00,1,2,0,33.3,66.7,0.0,1,1,0,3,33.3,1.00,0,3,0.0,,,,0.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,17.00,17.00,Stable,0.00,26.94,Elevated,Incidents: 3 | Fatals: 1 | Destroyed: 1 | Avg severity: 17.00 | Top cause: Unknown | Trend: Stable,A total loss of engine power for reasons that could not be determined.,Not determined - Not determined - (general) - (general) - Unknown/Not determined,2026-04-03 04:05:44.842659+00:00,201729|200998|200259
60,CIRRUS DESIGN CORP SR22T,CIRRUS DESIGN CORP,SR22T,AIR,REC,1.0,9,2025,2025,1,9.00,1,8,0,11.1,88.9,0.0,3,8,0,0,33.3,2.67,0,9,0.0,Loss of Control (Ground),Personnel issues Aircraft control - Pilot,Landing,0.0,0.0,0.0,11.1,22.2,33.3,11.1,0.0,11.1,0.0,17.78,17.78,Stable,0.00,26.77,Elevated,Incidents: 9 | Fatals: 8 | Destroyed: 1 | Avg severity: 17.78 | Top cause: Loss of Control (Ground) | Trend: Stable,A total loss of engine power for reasons that could not be determined.,Not determined - Not determined - (general) - (general) - Unknown/Not determined,2026-04-03 04:05:44.842659+00:00,202220|202240|201919|201041|200999|200845|200482|200580|200175
61,AERONCA 7AC,AERONCA,7AC,AIR,REC,1.0,5,2025,2025,1,5.00,0,5,0,0.0,100.0,0.0,2,2,3,1,40.0,1.00,0,5,0.0,Loss of Control (Inflight),,Takeoff,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,18.20,18.20,Stable,0.00,26.37,Elevated,Incidents: 5 | Fatals: 2 | Destroyed: 0 | Avg severity: 18.20 | Top cause: Loss of Control (Inflight) | Trend: Stable,The pilot inadvertently turned off the fuel selector valve on takeoff which resulted in a loss of engine power.,"Aircraft - Aircraft systems - Fuel system - Fuel selector/shutoff valve - Unintentional use/operation, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot",2026-04-03 04:05:44.842659+00:00,201762|200722|200281|199989|199945
72,PIPER PA-22-150,PIPER,PA-22-150,AIR,,,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,1,1,1,0,50.0,1.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.50,17.50,Stable,0.00,22.63,Moderate,Incidents: 2 | Fatals: 1 | Destroyed: 0 | Avg severity: 17.50 | Top cause: Unknown | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,200640|200440
62,CESSNA 414,CESSNA,414,AIR,REC,2.0,3,2025,2025,1,3.00,0,3,0,0.0,100.0,0.0,1,6,0,0,33.3,6.00,1,2,33.3,Abnormal Runway Contact,Aircraft Main landing gear - Failure,Landing,0.0,0.0,0.0,0.0,33.3,0.0,33.3,0.0,33.3,0.0,23.00,23.00,Stable,0.00,25.71,Elevated,Incidents: 3 | Fatals: 6 | Destroyed: 0 | Avg severity: 23.00 | Top cause: Abnormal Runway Contact | Trend: Stable,The left landing gear collapsed on landing rollout due to a fractured retract bellcrank on the left landing gear lower fork assembly.,Aircraft - Aircraft systems - Landing gear system - Main landing gear - Failure,2026-04-03 04:05:44.842659+00:00,200938|202342|200282
63,BEECH C90,BEECH,C90,AIR,TP,2.0,4,2025,2025,1,4.00,1,3,0,25.0,75.0,0.0,1,2,1,1,25.0,2.00,0,3,0.0,,,,0.0,25.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,17.25,17.25,Stable,0.00,25.29,Elevated,Incidents: 4 | Fatals: 2 | Destroyed: 1 | Avg severity: 17.25 | Top cause: Unknown | Trend: Stable,"The pilot’s improper fuel planning, which resulted in fuel exhaustion and a total loss of power to both engines.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot, Personnel issues - Experience/knowledge - Knowledge - Knowledge of procedures - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level",2026-04-03 04:05:44.842659+00:00,201835|200369|200154|200012
64,CESSNA 180,CESSNA,180,AIR,REC,1.0,7,2025,2026,2,3.50,1,6,0,14.3,85.7,0.0,2,7,0,1,28.6,3.50,1,6,14.3,,,,0.0,0.0,0.0,0.0,14.3,14.3,0.0,0.0,0.0,0.0,18.43,18.43,Stable,0.00,24.89,Moderate,Incidents: 7 | Fatals: 7 | Destroyed: 1 | Avg severity: 18.43 | Top cause: Unknown | Trend: Stable,"The pilot’s continued application of brakes during an aborted takeoff in a tailwind on down-sloping terrain, which resulted in a nose-over.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Aircraft - Aircraft systems - Landing gear system - Brake - Incorrect use/operation, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Contributed to outcome, Environmental issues - Physical environment - Terrain - Sloped/uneven terrain - Contributed to outcome",2026-04-03 04:05:44.842659+00:00,202618|201848|201753|201038|200963|200037|200035
65,CESSNA 150M,CESSNA,150M,AIR,REC,,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,1,2,0,2,50.0,2.00,0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.00,22.00,Stable,0.00,24.20,Moderate,Incidents: 2 | Fatals: 2 | Destroyed: 0 | Avg severity: 22.00 | Top cause: Unknown | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,201704|200290
66,NORTH AMERICAN T-6G,NORTH AMERICAN,T-6G,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,1,2,0,1,50.0,2.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,22.00,22.00,Stable,0.00,24.20,Moderate,Incidents: 2 | Fatals: 2 | Destroyed: 0 | Avg severity: 22.00 | Top cause: Unknown | Trend: Stable,The pilot’s failure to adequately monitor the airplane’s path during takeoff toward the setting sun. Contributing was the undetected worn and fractured tailwheel locking pin.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Environmental issues - Conditions/weather/phenomena - Light condition - Glare - Effect on personnel, Aircraft - Aircraft systems - Landing gear system - Landing gear steering system - Failure",2026-04-03 04:05:44.842659+00:00,201749|201055
67,CESSNA 210,CESSNA,210,AIR,REC,1.0,4,2025,2025,1,4.00,1,2,0,25.0,50.0,0.0,1,1,1,0,25.0,1.00,0,1,0.0,Other,Aircraft Landing distance - Capability exceeded,Takeoff,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,11.75,11.75,Stable,0.00,23.36,Moderate,Incidents: 4 | Fatals: 1 | Destroyed: 1 | Avg severity: 11.75 | Top cause: Other | Trend: Stable,The pilot’s failure to attain a proper touchdown point which resulted in a long landing and subsequent runway overrun.,"Personnel issues - Action/decision - (general) - (general) - Pilot, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Landing distance - Capability exceeded, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot",2026-04-03 04:05:44.842659+00:00,201920|200858|200755|200344
68,AMERICAN CHAMPION AIRCRAFT 8KCAB,AMERICAN CHAMPION AIRCRAFT,8KCAB,AIR,,,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,1,1,0,2,50.0,1.00,0,2,0.0,Loss of Control (Inflight),,Maneuvering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.50,19.50,Stable,0.00,23.33,Moderate,Incidents: 2 | Fatals: 1 | Destroyed: 0 | Avg severity: 19.50 | Top cause: Loss of Control (Inflight) | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,202150|200923
69,CESSNA 172N,CESSNA,172N,AIR,REC,1.0,7,2025,2026,2,3.50,2,5,0,28.6,71.4,0.0,1,2,0,4,14.3,2.00,1,5,16.7,System/Component Failure (Powerplant),Aircraft Landing flare - Not attained/maintained,Maneuvering,0.0,0.0,0.0,0.0,14.3,28.6,0.0,0.0,0.0,0.0,14.71,14.71,Stable,0.00,23.11,Moderate,Incidents: 7 | Fatals: 2 | Destroyed: 2 | Avg severity: 14.71 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,"The student pilot’s failure to maintain airplane control during an attempted go-around, which resulted in an aerodynamic stall/spin and collision with terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained",2026-04-03 04:05:44.842659+00:00,202585|202151|202066|201826|200741|200710|199950
70,BEECH A36,BEECH,A36,AIR,REC,1.0,9,2025,2026,2,4.50,1,6,0,11.1,66.7,0.0,2,3,1,8,22.2,1.50,1,6,14.3,System/Component Failure (Powerplant),,Enroute,0.0,0.0,0.0,0.0,11.1,11.1,0.0,0.0,0.0,0.0,13.89,13.89,Stable,0.00,23.06,Moderate,Incidents: 9 | Fatals: 3 | Destroyed: 1 | Avg severity: 13.89 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,The pilot’s failure to extend the landing gear before landing due to distraction and his failure to conduct the Before Landing checklist.,"Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot, Personnel issues - Psychological - Attention/monitoring - Attention - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated",2026-04-03 04:05:44.842659+00:00,202675|202614|201914|201837|200834|200721|200487|200299|199984
71,CESSNA T188C,CESSNA,T188C,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,1,1,0,0,50.0,1.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,17.50,17.50,Stable,0.00,22.63,Moderate,Incidents: 2 | Fatals: 1 | Destroyed: 0 | Avg severity: 17.50 | Top cause: Unknown | Trend: Stable,"The pilot’s failure to maintain adequate airspeed while in a turn during initial climb and the exceedance of the airplane’s critical angle of attack, which resulted in an aerodynamic stall at a low altitude.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Response/compensation",2026-04-03 04:05:44.842659+00:00,200603|200394
73,CESSNA T182T,CESSNA,T182T,AIR,REC,1.0,2,2025,2025,1,2.00,0,2,0,0.0,100.0,0.0,1,1,0,1,50.0,1.00,0,2,0.0,Other,,Enroute,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,17.50,17.50,Stable,0.00,22.63,Moderate,Incidents: 2 | Fatals: 1 | Destroyed: 0 | Avg severity: 17.50 | Top cause: Other | Trend: Stable,"The pilot’s failure to maintain directional control while taxiing in gusty, quartering tailwind conditions.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Response/compensation",2026-04-03 04:05:44.842659+00:00,201845|200733
74,BEECH 95-B55,BEECH,"95-B55, 95-B55 (T42A)",AIR,REC,2.0,5,2025,2025,1,5.00,0,5,0,0.0,100.0,0.0,1,3,1,1,20.0,3.00,1,4,20.0,Abnormal Runway Contact,Aircraft Gear extension and retract sys - Not used/operated,Landing,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,16.00,16.00,Stable,0.00,22.60,Moderate,Incidents: 5 | Fatals: 3 | Destroyed: 0 | Avg severity: 16.00 | Top cause: Abnormal Runway Contact | Trend: Stable,"The pilot’s failure to extend the landing gear prior to landing. Contributing to the accident was a malfunction of the landing gear’s electrical retraction/extension system, which tripped the circuit breaker.","Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Malfunction, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated",2026-04-03 04:05:44.842659+00:00,202019|200984|200637|200585|200414
75,CESSNA 560,CESSNA,560,AIR,TF,2.0,3,2025,2025,1,3.00,0,2,0,0.0,66.7,0.0,1,6,2,0,33.3,6.00,0,1,0.0,Fire,,Unknown,0.0,0.0,0.0,0.0,33.3,33.3,0.0,0.0,0.0,0.0,21.00,21.00,Stable,0.00,21.68,Moderate,Incidents: 3 | Fatals: 6 | Destroyed: 0 | Avg severity: 21.00 | Top cause: Fire | Trend: Stable,The pilot's failure to extend the landing gear before landing.,"Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated",2026-04-03 04:05:44.842659+00:00,200962|200959|200739
76,PITTS S-1T,PITTS,S-1T,AIR,,,2,2025,2025,1,2.00,0,1,0,0.0,50.0,0.0,1,1,0,0,50.0,1.00,0,2,0.0,Other,,Maneuvering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.50,14.50,Stable,0.00,21.58,Moderate,Incidents: 2 | Fatals: 1 | Destroyed: 0 | Avg severity: 14.50 | Top cause: Other | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,202328|200772
77,AIR TRACTOR AT502,AIR TRACTOR,AT502,AIR,TP,1.0,2,2025,2025,1,2.00,0,1,0,0.0,50.0,0.0,1,1,0,2,50.0,1.00,0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,14.50,14.50,Stable,0.00,21.58,Moderate,Incidents: 2 | Fatals: 1 | Destroyed: 0 | Avg severity: 14.50 | Top cause: Unknown | Trend: Stable,The pilot’s failure to maintain clearance from powerlines while maneuvering at low altitude.,"Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Awareness of condition, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,200605|200511
78,COLUMBIA AIRCRAFT MFG LC41-550FG,COLUMBIA AIRCRAFT MFG,LC41-550FG,AIR,,,2,2025,2026,2,1.00,0,2,0,0.0,100.0,0.0,1,2,0,0,50.0,2.00,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00,20.00,Stable,0.00,21.50,Moderate,Incidents: 2 | Fatals: 2 | Destroyed: 0 | Avg severity: 20.00 | Top cause: Unknown | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,202611|202089
79,CESSNA 152,CESSNA,152,AIR,REC,1.0,9,2025,2026,2,4.50,1,5,1,11.1,55.6,11.1,2,3,0,2,22.2,1.50,0,6,0.0,Runway Excursion,Environmental issues Runway lighting - Decision related to condition,Landing,0.0,0.0,0.0,0.0,22.2,33.3,11.1,0.0,0.0,0.0,12.22,12.22,Stable,0.00,21.05,Moderate,Incidents: 9 | Fatals: 3 | Destroyed: 1 | Avg severity: 12.22 | Top cause: Runway Excursion | Trend: Stable,The pilot’s failure to maintain directional control in gusting wind conditions during the takeoff roll.,"Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Ability to respond/compensate, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,202718|202688|202600|201932|201924|200916|200951|200684|200604
80,CESSNA 208,CESSNA,208,AIR,,,4,2025,2026,2,2.00,1,3,0,25.0,75.0,0.0,1,1,12,3,25.0,1.00,0,2,0.0,System/Component Failure (Powerplant),,Approach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.00,16.00,Stable,0.00,20.85,Moderate,Incidents: 4 | Fatals: 1 | Destroyed: 1 | Avg severity: 16.00 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,202648|202570|201934|200453
81,AIR TRACTOR INC AT-502,AIR TRACTOR INC,AT-502,AIR,TP,1.0,4,2025,2025,1,4.00,0,4,0,0.0,100.0,0.0,1,1,2,1,25.0,1.00,0,4,0.0,System/Component Failure (Powerplant),,Takeoff,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,18.25,18.25,Stable,0.00,20.64,Moderate,Incidents: 4 | Fatals: 1 | Destroyed: 0 | Avg severity: 18.25 | Top cause: System/Component Failure (Powerplant) | Trend: Stable,The pilot’s loss of control during takeoff due to an encounter with a sudden wind shift.,"Environmental issues - Conditions/weather/phenomena - Wind - Sudden wind shift - Effect on operation, Environmental issues - Conditions/weather/phenomena - Convective weather - Thunderstorm - Effect on operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2026-04-03 04:05:44.842659+00:00,201962|200746|200279|200287
82,ROBINSON HELICOPTER R44,ROBINSON HELICOPTER,R44,HELI,REC,1.0,4,2025,2026,2,2.00,1,3,0,25.0,75.0,0.0,1,2,0,0,25.0,2.00,0,4,0.0,,,,0.0,0.0,25.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,15.25,15.25,Stable,0.00,20.59,Moderate,Incidents: 4 | Fatals: 2 | Destroyed: 1 | Avg severity: 15.25 | Top cause: Unknown | Trend: Stable,"The pilot’s failure to maintain rotor rpm during an approach to landing in a mountainous area, which resulted in a collision with terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft propeller/rotor - Main rotor system - Main rotor blade system - Capability exceeded",2026-04-03 04:05:44.842659+00:00,202678|202037|201064|200486
83,CESSNA 172S,CESSNA,172S,AIR,,,7,2025,2026,2,3.50,2,4,0,28.6,57.1,0.0,1,1,1,2,14.3,1.00,0,6,0.0,Other,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14,12.14,Stable,0.00,20.54,Moderate,Incidents: 7 | Fatals: 1 | Destroyed: 2 | Avg severity: 12.14 | Top cause: Other | Trend: Stable,,,2026-04-03 04:05:44.842659+00:00,202621|201983|202018|201832|200875|200670|200546
