incident_key,mkey,ntsb_no,event_date,event_year,event_month,city,state,country,latitude,longitude,airport_id,airport_name,make_raw,model_raw,make_clean,model_clean,model_family,aircraft_category,n_number,serial_number,amateur_built,number_of_engines,engine_type,far_part,scheduled,purpose_of_flight,operator,aircraft_damage,damage_severity_score,highest_injury_level,fatal_count,serious_count,minor_count,total_onboard,weather_condition,accident_site_condition,has_safety_rec,report_type,report_status,factual_narrative,analysis_narrative,probable_cause,findings_text,narrative_combined,kw_engine_failure,kw_fuel_exhaustion,kw_loss_of_control,kw_weather_factor,kw_mechanical,kw_pilot_error,kw_runway_excursion,kw_fire,kw_structural,kw_bird_strike,severity_score,source_csv_ingestion_id,source_json_ingestion_id,silver_loaded_at
295,200515,ANC25LA072,2025-07-11,2025,7,Dillingham,ALASKA,United States,59.055333,,AA15,Shannons Pond,PIPER,PA-18-150,PIPER,PA-18-150,PIPER PA-18-150,AIR,N82109,18-7809130,False,1.0,REC,091,,PERS,,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,"The pilot’s failure to maintain direction control during takeoff roll which resulted in a ground loop, and subsequent runway excursion.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","  The pilot’s failure to maintain direction control during takeoff roll which resulted in a ground loop, and subsequent runway excursion. Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",False,False,False,False,False,True,True,False,False,False,9.00,1494,,2026-04-03 04:05:44.570293+00:00
267,200477,CEN25LA239,2025-07-05,2025,7,Newaygo,MICHIGAN,United States,43.421570,,,,LUSCOMBE,8A,LUSCOMBE,8A,LUSCOMBE 8A,AIR,N71790,3217,False,1.0,REC,091,,PERS,,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,The pilot’s inadequate fuel planning and his failure to adequately monitor the fuel level during the flight which resulted in a total loss of engine power due to fuel exhaustion.,"Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Pilot","  The pilot’s inadequate fuel planning and his failure to adequately monitor the fuel level during the flight which resulted in a total loss of engine power due to fuel exhaustion. Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Pilot",False,True,False,False,False,True,False,False,False,False,9.00,1525,,2026-04-03 04:05:44.570293+00:00
268,200478,ANC25LA066,2025-06-28,2025,6,Chenega,ALASKA,United States,60.050046,,,,PIPER,PA-18-135,PIPER,PA-18-135,PIPER PA-18-135,AIR,N55PT,18-2675,False,1.0,REC,091,,PERS,,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,The pilot’s failure to maintain directional control during landing in gusting and variable wind conditions.,"Environmental issues - Conditions/weather/phenomena - Wind - Variable wind - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","  The pilot’s failure to maintain directional control during landing in gusting and variable wind conditions. Environmental issues - Conditions/weather/phenomena - Wind - Variable wind - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",False,False,False,False,False,True,False,False,False,False,9.00,1770,,2026-04-03 04:05:44.570293+00:00
269,200479,CEN25LA240,2025-07-07,2025,7,La Garita,COLORADO,United States,37.841753,,,,CUB CRAFTERS,CCK-1865,CUB CRAFTERS,CCK-1865,CUB CRAFTERS CCK-1865,AIR,N952SA,CCK-1865-1088,True,1.0,REC,091,,PERS,,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,The pilot’s failure to maintain clearance from terrain while maneuvering at low altitude in mountainous terrain. Contributing was the pilot’s inadequate preflight planning and aeronautical decision making.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - High density altitude - Effect on operation, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Effect on operation","  The pilot’s failure to maintain clearance from terrain while maneuvering at low altitude in mountainous terrain. Contributing was the pilot’s inadequate preflight planning and aeronautical decision making. Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - High density altitude - Effect on operation, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Effect on operation",False,False,False,False,False,True,False,False,False,False,9.00,1515,,2026-04-03 04:05:44.570293+00:00
270,200480,GAA25WA202,2025-07-06,2025,7,Condor,OTHER FOREIGN,Canada,52.298381,,CTS6,,BELL,206,BELL,206,BELL 206,HELI,C-GKVX,,False,1.0,,000,,BUS,,Substantial,3,Fatal,1,1,0,2,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,26.00,1516,,2026-04-03 04:05:44.570293+00:00
271,200482,ERA25FA260,2025-07-07,2025,7,Sanford,NORTH CAROLINA,United States,35.507011,,,,CIRRUS DESIGN CORP,SR22T,CIRRUS DESIGN CORP,SR22T,CIRRUS DESIGN CORP SR22T,AIR,N5656M,0341,False,1.0,,091,,PERS,,Substantial,3,Fatal,4,0,0,4,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,41.00,1514,,2026-04-03 04:05:44.570293+00:00
272,200483,ANC25LA067,2025-07-03,2025,7,Fairbanks,ALASKA,United States,64.837559,,FBK,Ladd Army Airfield,ROCKWELL INTERNATIONAL,690B,ROCKWELL INTERNATIONAL,690B,ROCKWELL INTERNATIONAL 690B,AIR,N690AX,11384,False,2.0,TP,135,NSCH,PERS,CLEARWATER AIR INC,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,The pilot’s failure to maintain control during takeoff resulting in a gear-up landing on the runway. Contributing to the accident was the pilot’s momentary distraction from within the airplane.,"Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained","  The pilot’s failure to maintain control during takeoff resulting in a gear-up landing on the runway. Contributing to the accident was the pilot’s momentary distraction from within the airplane. Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained",False,False,False,False,False,True,False,False,False,False,9.00,1534,,2026-04-03 04:05:44.570293+00:00
296,200516,CEN25FA247,2025-07-12,2025,7,Pawnee National Grassland,COLORADO,United States,40.738540,,,,ZENITH,CH601,ZENITH,CH601,ZENITH CH601,AIR,N314LB,95007,True,1.0,,091,,PERS,,Destroyed,4,Fatal,1,0,0,1,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,29.00,1489,,2026-04-03 04:05:44.570293+00:00
283,200498,CEN25LA244,2025-07-08,2025,7,Lambertville,MICHIGAN,United States,41.735875,,DUH,Toledo Suburban Airport,CESSNA AIRCRAFT CO,LC41-550FG,CESSNA AIRCRAFT CO,LC41-550FG,CESSNA AIRCRAFT CO LC41-550FG,AIR,N1229V,411110,False,1.0,REC,091,,PERS,,Substantial,3,Minor,0,0,1,1,VMC,,False,DirectorBrief,Completed,,,"The pilot’s failure to land at the manufacturer’s recommended approach speed, which resulted in a runway excursion, and impact with trees.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - (general) - Pilot","  The pilot’s failure to land at the manufacturer’s recommended approach speed, which resulted in a runway excursion, and impact with trees. Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - (general) - Pilot",False,False,False,False,False,True,True,False,False,False,13.00,1508,,2026-04-03 04:05:44.570293+00:00
273,200485,WPR25LA202,2025-07-03,2025,7,Henderson,NEVADA,United States,35.972576,,HND,HENDERSON EXEC,MOONEY AIRCRAFT CORP.,M20K,MOONEY AIRCRAFT CORP.,M20K,MOONEY AIRCRAFT CORP. M20K,AIR,N66JG,25-0866,False,1.0,REC,091,,PERS,CASSITY SCOTT,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,"The pilot’s failure to maintain directional control during a go-around, resulting in a collision with a runway sign.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Effect on equipment","  The pilot’s failure to maintain directional control during a go-around, resulting in a collision with a runway sign. Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Sign/marker - Effect on equipment",False,False,False,False,False,True,False,False,False,False,9.00,1536,,2026-04-03 04:05:44.570293+00:00
274,200486,WPR25LA203,2025-07-06,2025,7,Park City,UTAH,United States,40.580000,,NA,,ROBINSON HELICOPTER,R44,ROBINSON HELICOPTER,R44,ROBINSON HELICOPTER R44,HELI,N715SG,1261,False,1.0,REC,091,,PERS,,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,"The pilot’s failure to maintain rotor rpm during an approach to landing in a mountainous area, which resulted in a collision with terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft propeller/rotor - Main rotor system - Main rotor blade system - Capability exceeded","  The pilot’s failure to maintain rotor rpm during an approach to landing in a mountainous area, which resulted in a collision with terrain. Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft propeller/rotor - Main rotor system - Main rotor blade system - Capability exceeded",False,False,False,False,False,True,False,False,False,False,9.00,1519,,2026-04-03 04:05:44.570293+00:00
275,200487,WPR25LA204,2025-07-08,2025,7,Coolin,IDAHO,United States,48.524026,,66S,CAVANAUGH BAY,BEECH,A36,BEECH,A36,BEECH A36,AIR,N41VH,E-2832,False,1.0,,091,,PERS,,Substantial,3,Minor,0,0,2,2,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,13.00,1510,,2026-04-03 04:05:44.570293+00:00
276,200488,DCA25LA251,2025-07-02,2025,7,Las Vegas,NEVADA,United States,36.073611,,LAS,Harry Reid International Airport,BOEING,737-924ER,BOEING,737-924ER,BOEING 737-924ER,AIR,N66831,44562,False,2.0,,121,SCHD,,UNITED AIRLINES INC,Substantial,3,None,0,0,0,0,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,9.00,1545,,2026-04-03 04:05:44.570293+00:00
277,200489,ANC25LA068,2025-07-06,2025,7,Kokhanok,ALASKA,United States,59.437600,,NONE,,DEHAVILLAND,BEAVER DHC-2 MK.1,DEHAVILLAND,BEAVER DHC-2 MK.1,DEHAVILLAND BEAVER,AIR,N67251,251,False,1.0,REC,091,,BUS,No See Um Lodge,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,The pilot’s failure to attain a proper touchdown point during landing which resulted in a hard landing.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot","  The pilot’s failure to attain a proper touchdown point during landing which resulted in a hard landing. Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",False,False,False,False,False,True,False,False,False,False,9.00,1521,,2026-04-03 04:05:44.570293+00:00
278,200490,WPR25FA205,2025-07-06,2025,7,Eagle Nest,NEW MEXICO,United States,36.490960,,,,BEECH,F35,BEECH,F35,BEECH F35,AIR,N5009B,D-4269,False,1.0,,091,,PERS,,Destroyed,4,Fatal,1,0,0,1,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,29.00,1518,,2026-04-03 04:05:44.570293+00:00
279,200491,ENG25WA042,2025-06-04,2025,6,Katunayake,OTHER FOREIGN,Sri Lanka,,,,,AIRBUS,A320,AIRBUS,A320,AIRBUS A320,AIR,4R-ABM,4694,False,,,000,,,SriLankan Airlines Ltd,None,1,None,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,3.00,1898,,2026-04-03 04:05:44.570293+00:00
280,200493,CEN25LA241,2025-07-08,2025,7,Jenison,MICHIGAN,United States,42.936612,,08C,Riverview,CESSNA,177,CESSNA,177,CESSNA 177,AIR,N29342,17700825,False,1.0,REC,091,,PERS,,Substantial,3,Minor,0,0,2,2,VMC,,False,DirectorBrief,Completed,,,The pilot’s failure to maintain airplane control and clearance from trees during takeoff.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained","  The pilot’s failure to maintain airplane control and clearance from trees during takeoff. Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained",False,False,False,False,False,True,False,False,False,False,13.00,1511,,2026-04-03 04:05:44.570293+00:00
281,200494,CEN25LA242,2025-07-07,2025,7,Ingram,TEXAS,United States,30.077400,,,,SIKORSKY,UH60,SIKORSKY,UH60,SIKORSKY UH60,HELI,UNREG,,False,2.0,,000,,PUBU,National Guard,Minor,2,None,0,0,0,0,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,6.00,1512,,2026-04-03 04:05:44.570293+00:00
298,200519,CEN25LA249,2025-07-13,2025,7,Howard,WISCONSIN,United States,44.581986,,08WI,Faikel Airfield,PIPER,J3C-65,PIPER,J3C-65,PIPER J3C-65,AIR,N88220,15837,False,1.0,REC,091,,PERS,,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,The pilot’s failure to maintain control of the airplane while on approach to land.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","  The pilot’s failure to maintain control of the airplane while on approach to land. Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",False,False,False,False,False,True,False,False,False,False,9.00,1482,,2026-04-03 04:05:44.570293+00:00
282,200495,CEN25LA243,2025-07-08,2025,7,Seguin,TEXAS,United States,29.495662,,1TE4,Zuehl,STINSON,108,STINSON,108,STINSON 108,AIR,N97577,108-577,False,1.0,REC,091,,PERS,,None,1,Serious,0,1,0,1,VMC,,False,DirectorBrief,Completed,,,The pilot’s failure to turn off the magneto switch before repositioning the propeller by hand which resulted in an inadvertent engine start.,"Aircraft - Aircraft power plant - Ignition system - Magneto/distributor - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Unintentional use/operation","  The pilot’s failure to turn off the magneto switch before repositioning the propeller by hand which resulted in an inadvertent engine start. Aircraft - Aircraft power plant - Ignition system - Magneto/distributor - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Unintentional use/operation",False,False,False,False,False,True,False,False,False,False,11.00,1509,,2026-04-03 04:05:44.570293+00:00
346,200588,WPR25LA218,2025-07-17,2025,7,Round Rock,ARIZONA,United States,36.480000,,,,CESSNA,425,CESSNA,425,CESSNA 425,AIR,N425D,425-0121,False,2.0,,091,,INST,,Substantial,3,None,0,0,0,0,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,9.00,1455,,2026-04-03 04:05:44.570293+00:00
297,200517,CEN25FA248,2025-07-12,2025,7,Hot Springs,SOUTH DAKOTA,United States,43.375250,,,,PIPER,PA-25,PIPER,PA-25,PIPER PA-25,AIR,N8186K,25163,False,1.0,,091,,GLDT,,Substantial,3,Fatal,1,0,0,1,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,26.00,1488,,2026-04-03 04:05:44.570293+00:00
422,200675,DCA25WA277,2025-07-28,2025,7,Mexico City,OTHER FOREIGN,Mexico,19.436111,,,,BOEING,737,BOEING,737,BOEING 737,AIR,XA-PPP,39018,False,2.0,,000,SCHD,,Aeromexico,None,1,None,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,3.00,1377,,2026-04-03 04:05:44.570293+00:00
285,200502,ANC25LA070,2025-07-09,2025,7,Homer,ALASKA,United States,59.648100,,HOM,Homer Airport,CESSNA,170B,CESSNA,170B,CESSNA 170B,AIR,N2694D,20846,False,1.0,REC,091,,PERS,,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,"The pilot’s failure to maintain directional control during landing, which resulted in a ground loop.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","  The pilot’s failure to maintain directional control during landing, which resulted in a ground loop. Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",False,False,False,False,False,True,False,False,False,False,9.00,1505,,2026-04-03 04:05:44.570293+00:00
286,200503,ERA25LA261,2025-07-09,2025,7,Century,FLORIDA,United States,30.000000,,N/A,,CESSNA,172H,CESSNA,172H,CESSNA 172H,AIR,N3254C,17256156,False,1.0,,091,,PERS,,Substantial,3,None,0,0,0,0,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,9.00,1503,,2026-04-03 04:05:44.570293+00:00
287,200504,CEN25LA245,2025-07-09,2025,7,Greeley,COLORADO,United States,40.429000,,GXY,GREELEY-WELD COUNTY,FAIRCHILD,24R,FAIRCHILD,24R,FAIRCHILD 24R,AIR,N81210,R46-111,False,1.0,REC,091,,PERS,,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,The pilot’s inability to maintain directional control during landing due to excessive wear in the tailwheel steering assembly.,"Aircraft - Aircraft systems - Landing gear system - Landing gear steering system - Fatigue/wear/corrosion, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible","  The pilot’s inability to maintain directional control during landing due to excessive wear in the tailwheel steering assembly. Aircraft - Aircraft systems - Landing gear system - Landing gear steering system - Fatigue/wear/corrosion, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible",False,False,False,False,True,False,False,False,True,False,9.00,1504,,2026-04-03 04:05:44.570293+00:00
288,200505,ERA25LA262,2025-06-23,2025,6,East Hampton,NEW YORK,United States,40.959654,,JPX,EAST HAMPTON TOWN,RAYTHEON AIRCRAFT COMPANY,G58,RAYTHEON AIRCRAFT COMPANY,G58,RAYTHEON AIRCRAFT COMPANY G58,AIR,N215MB,TH-2133,False,2.0,,091,,POSI,"Doupe Services, LLC",Substantial,3,None,0,0,0,0,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,9.00,1803,,2026-04-03 04:05:44.570293+00:00
289,200507,CEN25LA246,2025-07-06,2025,7,Lake Elmo,MINNESOTA,United States,44.994399,,21D,LAKE ELMO,THORP,T18,THORP,T18,THORP T18,AIR,N18CH,CH374,True,1.0,REC,091,,PERS,,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,"The pilot’s failure to maintain obstacle clearance during the go-around, that resulted in the tailwheel impacting a taxiway sign, a subsequent loss of control due to the damaged tailwheel, and a runway excursion during the landing.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible, Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Damaged/degraded, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained","  The pilot’s failure to maintain obstacle clearance during the go-around, that resulted in the tailwheel impacting a taxiway sign, a subsequent loss of control due to the damaged tailwheel, and a runway excursion during the landing. Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible, Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Damaged/degraded, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained",False,False,True,False,True,True,True,False,False,False,9.00,1520,,2026-04-03 04:05:44.570293+00:00
290,200508,ANC25LA071,2025-06-09,2025,6,Willow,ALASKA,United States,61.755474,,UUO,WILLOW,PIPER,PA-18-150,PIPER,PA-18-150,PIPER PA-18-150,AIR,N3994Z,18-7943,False,1.0,,091,,INST,Blue River Aviation,Substantial,3,None,0,0,0,0,,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,9.00,1872,,2026-04-03 04:05:44.570293+00:00
291,200509,WPR25LA206,2025-07-07,2025,7,Page,ARIZONA,United States,36.926069,,PGA,PAGE MUNI,PIPER,PA-22-160,PIPER,PA-22-160,PIPER PA-22-160,AIR,N9019D,22-6154,False,1.0,REC,091,,PERS,,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,The pilot's failure to maintain directional control during the landing roll with a quartering tailwind.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation","  The pilot's failure to maintain directional control during the landing roll with a quartering tailwind. Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation",False,False,False,False,False,True,False,False,False,False,9.00,1513,,2026-04-03 04:05:44.570293+00:00
292,200510,GAA25WA206,2025-07-01,2025,7,Cairo,,Egypt,,,,Cairo Airport,LEARJET,45,LEARJET,45,LEARJET 45,AIR,5N-BLW,,False,,,000,,,,Minor,2,None,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,6.00,1551,,2026-04-03 04:05:44.570293+00:00
293,200511,GAA25WA207,2025-07-01,2025,7,Porto Dos Gaúchos,OTHER FOREIGN,Brazil,,,ZZZZ,,AIR TRACTOR,AT502,AIR TRACTOR,AT502,AIR TRACTOR AT502,AIR,PP-LTO,502B-3399,False,,,000,,,,None,1,Fatal,1,0,2,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,20.00,1550,,2026-04-03 04:05:44.570293+00:00
299,200520,ANC25LA073,2025-07-10,2025,7,Palmer,ALASKA,United States,61.410000,,NONE,River Bed,PIPER,PA-18-135,PIPER,PA-18-135,PIPER PA-18-135,AIR,N27293,18-3367,False,1.0,REC,091,,PERS,,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,"The pilot’s excessive braking during the landing roll, resulting in a nose over. Contributing to the accident was the pilot’s decision to continue the landing after determining the landing area was unsuitable.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Incorrect use/operation, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome","  The pilot’s excessive braking during the landing roll, resulting in a nose over. Contributing to the accident was the pilot’s decision to continue the landing after determining the landing area was unsuitable. Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Incorrect use/operation, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome",False,False,False,False,False,False,False,False,False,False,9.00,1501,,2026-04-03 04:05:44.570293+00:00
300,200521,WPR25FA208,2025-07-13,2025,7,Needles,CALIFORNIA,United States,34.761397,,EED,NEEDLES,PIPER,PA-28-180,PIPER,PA-28-180,PIPER PA-28-180,AIR,N8375W,28-2575,False,1.0,,091,,PERS,,Substantial,3,Fatal,2,0,0,2,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,31.00,1477,,2026-04-03 04:05:44.570293+00:00
301,200522,ERA25LA263,2025-07-10,2025,7,Fort Lauderdale,FLORIDA,United States,26.198196,,FXE,Fort Lauderdale Executive,PIPER,PA34,PIPER,PA34,PIPER PA34,AIR,N1293T,34-7250283,False,2.0,REC,091,,INST,ATA Flight School,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,"The flight instructor’s inadequate supervision and delayed remedial actions during the landing approach, which resulted in the airplane contacting the runway with the landing gear retracted.","Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated, Personnel issues - Action/decision - Action - Forgotten action/omission - Instructor/check pilot, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Instructor/check pilot","  The flight instructor’s inadequate supervision and delayed remedial actions during the landing approach, which resulted in the airplane contacting the runway with the landing gear retracted. Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated, Personnel issues - Action/decision - Action - Forgotten action/omission - Instructor/check pilot, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Instructor/check pilot",False,False,False,False,True,True,False,False,False,False,9.00,1502,,2026-04-03 04:05:44.570293+00:00
